order_id,merchant_id,customer_name,device_fingerprint,upi_vpa,delivery_lat,delivery_lon,order_amount_inr,order_date,dispute_filed,dispute_reason
ORD-72ab0c92ca,M_FashionNest,Brinda Raju,dfp_1ae55c370c22d6376f21,brindaraju_y@okhdfcbank,28.592237,77.046139,51044.8,2026-01-31T00:00:00,True,item_not_received
ORD-2953c048a7,M_HomeBazaar,Chatura Bal,dfp_01ba7879f14864e8208b,wviswanathan@paytm,12.924412,77.617938,35508.29,2026-05-14T00:00:00,False,item_not_as_described
ORD-1964f982be,M_FashionNest,Udarsh Deep,dfp_1364e218202fb2c4d1b0,anthonythaman@ybl,19.121323,72.850812,29119.86,2026-03-27T00:00:00,False,
ORD-9f5a7dff09,M_ElectroHub,Daksha Brahmbhatt,dfp_b1b5907fc20c5c3b16a7,zilmilchatterjee@ybl,28.598166,77.050982,13175.73,2026-04-07T00:00:00,False,item_not_as_described
ORD-0d16f48f61,M_TrendMart,Kashvi Randhawa,dfp_6c82a1895ae38c1decc5,nayarchasmum@paytm,12.947652,77.636114,44131.08,2026-06-06T00:00:00,False,item_not_as_described
ORD-7606331ea1,M_FashionNest,Omkaar Banik,dfp_cc31be8d44640b9aaf1c,william02@paytm,19.126025,72.861352,13959.97,2026-05-06T00:00:00,False,
ORD-cd78c61f44,M_ElectroHub,Chaitaly Bhagat,dfp_ff8573d0d2c8e8954f7a,ranveermanne@oksbi,12.935792,77.62441,31763.23,2026-04-27T00:00:00,True,item_not_received
ORD-068d98a2da,M_GadgetKart,Faras Nair,dfp_7d79b3367050f854a155,fghose@oksbi,17.427792,78.351068,24771.28,2026-04-19T00:00:00,False,
ORD-df10a96393,M_GadgetKart,Vansha Kaul,dfp_84608ac583b2cbb762b4,mandernilima@okhdfcbank,17.438471,78.34875,6076.28,2026-04-01T00:00:00,False,item_not_as_described
ORD-91d8a74c19,M_HomeBazaar,Yachana Uppal,dfp_c8123d64594d82189606,ranganathanjanuja@paytm,12.936534,77.625379,39044.49,2026-06-14T00:00:00,True,
ORD-60b227fdc4,M_ElectroHub,Girik Khalsa,dfp_a4a0fd61b7e52299b694,niharikasunder@okhdfcbank,17.440807,78.350351,4912.54,2026-04-26T00:00:00,False,
ORD-a38d6fca02,M_TrendMart,Raghav Dara,dfp_28e250fc568beb23339f,dkale@oksbi,13.004585,80.256138,4937.07,2026-02-28T00:00:00,False,
ORD-b2022e9660,M_HomeBazaar,Ronith Lall,dfp_a6f1135bcff4d45f1f82,borraanirudh@paytm,19.117041,72.837572,34180.13,2026-06-17T00:00:00,False,item_not_as_described
ORD-6067dcf90b,M_ElectroHub,Wyatt Shukla,dfp_4aab9a82d5c6f348a651,lokeshivani@paytm,19.107877,72.851971,35123.94,2026-03-07T00:00:00,False,
ORD-613ac21c58,M_TrendMart,Kamya Lad,dfp_18aac10c65d9e092f2ec,ubika17@paytm,17.440829,78.354494,20727.02,2026-03-01T00:00:00,False,
ORD-a8f8332377,M_TrendMart,Amol Varma,dfp_f9a20e44afd3d42811bd,maanasmanne@paytm,17.424561,78.359434,39583.31,2026-04-19T00:00:00,False,
ORD-72eb099335,M_FashionNest,Chanchal Sachdev,dfp_810bfeb5e18a5d068092,doralaksh@paytm,19.12081,72.846558,22613.55,2026-04-22T00:00:00,True,
ORD-45174e3ba8,M_GadgetKart,Harshil Munshi,dfp_2ea78ae5ef25abd9fcd6,chandani26@okhdfcbank,28.578777,77.038049,39692.05,2026-06-22T00:00:00,False,
ORD-0982514cc9,M_GadgetKart,Vasatika Srinivas,dfp_8bd96a04e86a2bcc4508,lkade@oksbi,19.122478,72.839247,21604.28,2026-05-02T00:00:00,False,
ORD-a649f18e2d,M_ElectroHub,Eshana Hegde,dfp_6a4b43c86cf9df0c9c11,qcomar@okhdfcbank,13.015033,80.237316,33001.66,2026-07-02T00:00:00,False,item_not_as_described
ORD-50ce18d9eb,M_GadgetKart,Raghav Doctor,dfp_4ef46d385193b80acca3,daksheshraval@ybl,12.930295,77.614106,7044.37,2026-05-10T00:00:00,False,
ORD-6837a04cd5,M_HomeBazaar,Diya Sundaram,dfp_1ae55c370c22d6376f21,brindaraju98@oksbi,28.591819,77.046314,57390.66,2026-02-01T00:00:00,True,item_not_received
ORD-e539e8d205,M_ElectroHub,Aarna Kapadia,dfp_af237184d46f1d86ff3d,sanayaprasad@oksbi,17.431373,78.346242,35027.83,2026-06-21T00:00:00,False,
ORD-3f8ed56eff,M_ElectroHub,Praneel Sagar,dfp_8e0a7652378912d8486e,parmartara@ybl,12.915824,77.623419,4198.21,2026-02-09T00:00:00,False,
ORD-4f9d937367,M_TrendMart,Qushi Choudhry,dfp_cfacbe5170a109355938,vidhi84@paytm,28.606091,77.062593,9208.54,2026-05-10T00:00:00,False,
ORD-f1c25523b1,M_HomeBazaar,Hemangini Raj,dfp_9135bbcbf69a2cafff9f,omaja62@okhdfcbank,28.591339,77.044726,24483.59,2026-06-09T00:00:00,False,
ORD-2431d408c1,M_ElectroHub,Fariq Sami,dfp_fe1c447b09d3770f9b26,zansimagar@oksbi,13.003377,80.262615,43713.63,2026-05-12T00:00:00,False,item_not_as_described
ORD-38ae428efe,M_GadgetKart,Oni Morar,dfp_cd07d91034fad19c8965,onimorar@oksbi,12.935189,77.624454,4654.93,2026-06-25T00:00:00,False,
ORD-2492b2144a,M_TrendMart,Waida Dey,dfp_2c4e0dbe4e7c1eab541c,qchhabra@oksbi,12.934877,77.62212,41691.76,2026-07-09T00:00:00,False,item_not_as_described
ORD-7aa84c8b17,M_FashionNest,Wriddhish Bhardwaj,dfp_9c3877df499bf33a2210,farhanchada@okhdfcbank,12.928078,77.629436,31176.7,2026-05-25T00:00:00,False,item_not_as_described
ORD-432716cb64,M_ElectroHub,David Seshadri,dfp_ee4ec4d275cac41c7be5,ozafrado@okhdfcbank,12.986915,80.269874,39515.75,2026-05-17T00:00:00,False,
ORD-546f90c642,M_TrendMart,Ekbal Singhal,dfp_0fbcd138393a58f13395,rehaankrishna@okhdfcbank,19.11921,72.845418,30727.41,2026-02-03T00:00:00,False,item_not_as_described
ORD-e720bc6112,M_GadgetKart,Udant Varty,dfp_25175c864b3aed3815de,wpandit@paytm,12.934925,77.624094,41087.65,2026-06-03T00:00:00,False,
ORD-9605368fff,M_ElectroHub,Tripti Yadav,dfp_d337643e7d80fdfed273,radhakrishnanfarhan@okhdfcbank,12.93473,77.623724,40658.61,2026-06-22T00:00:00,False,item_not_as_described
ORD-283f220e32,M_HomeBazaar,Udyati Kunda,dfp_3949797c3ec30635def0,oliver99@okhdfcbank,28.592457,77.042693,38280.62,2026-07-18T00:00:00,False,item_not_as_described
ORD-24cf429d24,M_HomeBazaar,Harshil Verma,dfp_2d60f9c8d4a0ca56b3de,adya98@paytm,19.125755,72.854266,31515.37,2026-02-19T00:00:00,False,
ORD-63e8166fc8,M_HomeBazaar,Avni Ramaswamy,dfp_96052d9c8a3deeb93241,ishaan93@ybl,13.00101,80.256102,35185.89,2026-04-27T00:00:00,False,
ORD-5e69c665bc,M_GadgetKart,Ekiya Gade,dfp_01c7991ca04ed2db78c0,gavincomar@oksbi,19.119675,72.846749,1868.2,2026-01-25T00:00:00,False,
ORD-766d35e53c,M_HomeBazaar,Yashasvi Dutta,dfp_c934e35783131cb3aef6,zyadav@ybl,12.999888,80.254676,23327.12,2026-01-29T00:00:00,False,
ORD-77c0ef6904,M_GadgetKart,Janaki Handa,dfp_f8b24f98b098d2f129a3,bathvedant@ybl,12.999552,80.266289,42400.97,2026-03-09T00:00:00,False,
ORD-6ceb822b15,M_HomeBazaar,Harsh Kota,dfp_9beac10d0d5e323d5e9d,bachittar74@okhdfcbank,19.113034,72.862506,15567.96,2026-04-30T00:00:00,False,item_not_as_described
ORD-472e71cb0c,M_TrendMart,Mason Char,dfp_8a1dcc1e0cc6e99f1373,vamakshibarad@okhdfcbank,17.439644,78.349473,20959.92,2026-04-20T00:00:00,False,item_not_as_described
ORD-bf6978b2e9,M_GadgetKart,Yashasvi Suresh,dfp_c4166f241547b277be96,charan16@ybl,19.126801,72.841895,3838.41,2026-04-09T00:00:00,False,item_not_as_described
ORD-def174deb6,M_TrendMart,Jalsa Bir,dfp_7304e5194b3754eb33d6,ramakrishnanupma@paytm,12.934843,77.628674,25824.62,2026-04-02T00:00:00,False,
ORD-8d9b2985bb,M_FashionNest,Sachi Rai,dfp_ba96c8358195bb7b1800,krishnanurvi@paytm,17.440212,78.352807,41313.89,2026-01-18T00:00:00,False,
ORD-cf18ce92bd,M_ElectroHub,Chakradev Kant,dfp_92bc394580434a741f87,amollal@oksbi,13.000308,80.257107,17516.55,2026-01-19T00:00:00,False,
ORD-dd8b231b13,M_TrendMart,Urvashi Barad,dfp_7385fcc92cfede625132,anyarau@okhdfcbank,13.007665,80.259556,1343.66,2026-05-16T00:00:00,False,item_not_as_described
ORD-944ac8e67a,M_HomeBazaar,Orinder Sinha,dfp_77cd98a9c25bf891aed9,badalekansh@oksbi,17.450268,78.357602,14430.11,2026-03-19T00:00:00,False,
ORD-9f42115036,M_HomeBazaar,Zaitra Dash,dfp_c667dc5020cf15f20caa,fiyaz24@ybl,19.116613,72.836079,44009.1,2026-06-11T00:00:00,False,
ORD-9a720bf6cf,M_HomeBazaar,Jalsa Gola,dfp_9aabaf4660b93b38cea8,akshay82@oksbi,19.121087,72.848173,37908.26,2026-02-18T00:00:00,False,item_not_as_described
ORD-3ad1ecda50,M_ElectroHub,Amrita Tailor,dfp_978c5a311383799d1ec3,devganesh@okhdfcbank,12.93093,77.625843,44654.57,2026-02-03T00:00:00,False,item_not_as_described
ORD-6642ea7745,M_TrendMart,Harinakshi Pau,dfp_ecd855a1678fc24f4f0f,rushilupadhyay@oksbi,19.118514,72.849869,33461.57,2026-07-04T00:00:00,False,
ORD-2411c28208,M_TrendMart,Barkha Mukhopadhyay,dfp_465277f4ad6ecda37b00,gabriel87@ybl,17.439973,78.346845,7070.91,2026-03-08T00:00:00,False,item_not_as_described
ORD-0a1e11a46c,M_HomeBazaar,Abhiram Chokshi,dfp_be237a468cb5ce8ed611,qdesai@ybl,19.109876,72.844547,6111.63,2026-07-01T00:00:00,False,item_not_as_described
ORD-885af0c2e2,M_ElectroHub,Ikbal Khatri,dfp_95ffbb5272d1f6807d27,chandreshwali@ybl,17.433663,78.351421,2122.66,2026-05-24T00:00:00,False,item_not_as_described
ORD-3aadb13898,M_TrendMart,Madhavi Lanka,dfp_31d5c9cdfd9a0ed42b45,bmangal@ybl,17.429141,78.354825,8571.73,2026-03-21T00:00:00,False,
ORD-1223317e6f,M_FashionNest,Ekantika Rout,dfp_b0f79123abb4e3b90d8f,indrajit18@okhdfcbank,28.609949,77.048197,35398.81,2026-01-06T00:00:00,False,item_not_as_described
ORD-5893662d44,M_TrendMart,Falak Nagar,dfp_ad67b62777d29f244eda,mayamistry@oksbi,12.998277,80.251576,3589.78,2026-05-22T00:00:00,False,item_not_as_described
ORD-7b2af26766,M_HomeBazaar,Raagini Boase,dfp_96878a33cd17b1908892,dipta14@paytm,19.10734,72.855629,38524.48,2026-06-07T00:00:00,False,
ORD-293eb9613f,M_GadgetKart,Veda Kulkarni,dfp_fdec7d1801d992b02874,hemangini62@paytm,19.121671,72.840759,3959.82,2026-07-12T00:00:00,False,item_not_as_described
ORD-1e663dda6f,M_HomeBazaar,Girindra Shere,dfp_8b1e3d36f1af72b314e6,deyjairaj@paytm,17.439829,78.347174,29114.0,2026-05-01T00:00:00,False,
ORD-1a5fb44cf8,M_ElectroHub,Hardik Johal,dfp_7979c9debe77e71a0d8b,aishanibumb@oksbi,12.930402,77.629479,44016.33,2026-02-03T00:00:00,False,item_not_as_described
ORD-14656751d2,M_FashionNest,Vasatika Ahuja,dfp_785cd2cee513598546f0,riagandhi@okhdfcbank,17.451261,78.336935,7653.7,2026-05-06T00:00:00,False,item_not_as_described
ORD-9795be0c82,M_FashionNest,Yutika Sibal,dfp_7df68b78feb69ebbbb3b,fmorar@ybl,12.936805,77.624857,27527.73,2026-01-24T00:00:00,False,
ORD-6358a43efa,M_TrendMart,Rehaan Koshy,dfp_02a1af33a2bf8f98c724,chanchal34@okhdfcbank,17.439342,78.359433,2279.61,2026-07-18T00:00:00,False,
ORD-27f8798a03,M_GadgetKart,Peter Borde,dfp_bc69d9a0f548c378df69,oscarvarkey@okhdfcbank,12.935086,77.624571,41172.05,2026-04-05T00:00:00,False,
ORD-3f8b3d8ff5,M_FashionNest,Ranveer Manne,dfp_ff8573d0d2c8e8954f7a,ranveermanne@paytm,12.935406,77.624456,38380.59,2026-04-29T00:00:00,True,item_not_received
ORD-be60715e05,M_FashionNest,Ganga Sandhu,dfp_9ac3d7575220348a4829,zkata@ybl,12.913231,77.619461,9337.77,2026-03-23T00:00:00,False,
ORD-cb0d3f5d19,M_HomeBazaar,Yatin Borah,dfp_c586d77d7e248572e6af,loyalmitesh@okhdfcbank,12.954195,77.647222,8904.12,2026-07-17T00:00:00,True,item_not_as_described
ORD-bdcc911d02,M_HomeBazaar,Ati Dani,dfp_5b5c85a36e2b19ea3be1,gunbirramesh@paytm,12.937828,77.642873,13915.0,2026-03-19T00:00:00,False,
ORD-915445cb88,M_ElectroHub,Mekhala Nanda,dfp_d8f15f2ea0bd0005ef9c,zinal70@okhdfcbank,17.439825,78.34816,16900.56,2026-04-21T00:00:00,False,item_not_as_described
ORD-6b9e7f25b4,M_ElectroHub,Shravya Singhal,dfp_608dcfae8a75ddd5c9b5,bachittar34@okhdfcbank,12.944289,77.606627,5573.15,2026-05-08T00:00:00,False,item_not_as_described
ORD-c0f3ede5cb,M_HomeBazaar,Bhanumati Nazareth,dfp_5d7245f98daf91bb3c4c,vedhikaoza@okhdfcbank,12.926251,77.629199,31678.45,2026-07-02T00:00:00,False,item_not_as_described
ORD-f505093629,M_GadgetKart,Advaith Varughese,dfp_a713af71c7e4a6562074,frederickkhurana@paytm,12.922041,77.634836,25608.54,2026-02-09T00:00:00,False,
ORD-511bfd4058,M_HomeBazaar,Thomas Amble,dfp_f36d657e6fca2f2f51d1,bhargavaveer@okhdfcbank,13.015901,80.269053,1181.98,2026-05-22T00:00:00,False,
ORD-d3fab40601,M_HomeBazaar,Zilmil Mander,dfp_e128b1bdec9a6bb6a8dc,krishnaronith@oksbi,19.106752,72.845534,12028.94,2026-04-09T00:00:00,False,item_not_as_described
ORD-79152febed,M_ElectroHub,Yatan Tata,dfp_3877f3778bbe6120813d,aarini77@ybl,17.451277,78.341861,2237.3,2026-03-24T00:00:00,False,item_not_as_described
ORD-e565f1aad0,M_ElectroHub,Yadavi Nagy,dfp_2f54d2cb5823dba74cd8,lmadan@ybl,13.010944,80.259379,34855.41,2026-04-29T00:00:00,False,item_not_as_described
ORD-3f4289a9a4,M_ElectroHub,Yashodhara Mahajan,dfp_b08863c61694899f6388,esubramanian@oksbi,17.432612,78.333815,16973.85,2026-03-14T00:00:00,False,item_not_as_described
ORD-69153d2506,M_TrendMart,Faris Sura,dfp_8bf19f9de1d121eb3dc0,peter50@oksbi,12.998903,80.255726,9381.83,2026-07-17T00:00:00,False,item_not_as_described
ORD-281c953262,M_GadgetKart,Maanav Gola,dfp_cd07d91034fad19c8965,onimorar@oksbi,12.935226,77.624527,3742.46,2026-06-29T00:00:00,False,
ORD-4d34c28c5c,M_ElectroHub,Samaksh Jayaraman,dfp_f7e7727340e4aabf19ed,samakshjayaraman8@okhdfcbank,19.119897,72.84684,16181.78,2026-03-05T00:00:00,True,item_not_received
ORD-0901355281,M_GadgetKart,Yashica Upadhyay,dfp_1610de2c4f9c0c8dd12c,emistry@okhdfcbank,19.133219,72.820445,36788.0,2026-01-26T00:00:00,False,item_not_as_described
ORD-492238dee3,M_ElectroHub,Oscar Goda,dfp_02f3d2392345140bb28f,eeshaparmer@ybl,19.120586,72.842142,37416.28,2026-05-19T00:00:00,False,
ORD-0f200c3eeb,M_TrendMart,Omkaar Rai,dfp_f84fd81c783c2ed3b2f4,liamluthra@paytm,28.569037,77.05224,4564.58,2026-02-28T00:00:00,False,
ORD-6ce757c22d,M_HomeBazaar,Lajita Chatterjee,dfp_0890b01058478be93761,hemangini94@okhdfcbank,12.998861,80.252454,16265.6,2026-04-23T00:00:00,False,
ORD-904a274378,M_TrendMart,Adweta Kale,dfp_646ace2c4a585c92bea3,bhasinmitali@paytm,28.596825,77.046256,8646.15,2026-02-18T00:00:00,False,item_not_as_described
ORD-a313826012,M_TrendMart,Indrajit Mani,dfp_d5411224146295006565,charvidara@okhdfcbank,12.933598,77.622336,42400.14,2026-01-12T00:00:00,False,item_not_as_described
ORD-e16c2c4937,M_FashionNest,Indali Walia,dfp_faa50de094376b4658f6,om54@paytm,12.995951,80.249161,6388.27,2026-06-29T00:00:00,False,item_not_as_described
ORD-053676f596,M_GadgetKart,Rehaan Kara,dfp_af24cbee951537649165,mohammedbrahmbhatt@oksbi,19.11832,72.845592,19817.15,2026-01-23T00:00:00,False,item_not_as_described
ORD-d6972d7e77,M_TrendMart,Anthony Baral,dfp_4229340a8c3325562915,anthonybaral_p@oksbi,17.43951,78.348808,46020.02,2026-07-07T00:00:00,True,item_not_received
ORD-d7f91613d0,M_TrendMart,Ganga Buch,dfp_d2b1c06054b90f6e3b22,dakshlata@oksbi,28.567237,77.037031,12864.73,2026-04-21T00:00:00,False,item_not_as_described
ORD-18efe37fdd,M_GadgetKart,Zehaan Srivastava,dfp_c6847a9ccc11da81e837,rushil50@ybl,13.004329,80.247714,11394.76,2026-05-21T00:00:00,False,item_not_as_described
ORD-ffbde5e9d5,M_FashionNest,Bhavya Rattan,dfp_cddef78411b752a19e57,shagaurang@paytm,17.434189,78.342843,31358.58,2026-02-11T00:00:00,False,
ORD-c2361189bf,M_TrendMart,Yuvraj Dutta,dfp_0bfb39b2fc846fed4df6,dhriti32@paytm,19.118381,72.849362,38113.27,2026-07-02T00:00:00,False,item_not_as_described
ORD-756c245652,M_GadgetKart,Ojasvi Sawhney,dfp_5b07d942851180bb50ea,fganesh@ybl,17.438614,78.349542,17463.38,2026-02-09T00:00:00,False,
ORD-7f3f5876d9,M_TrendMart,Samesh Mallick,dfp_bba8f790976f28805d2a,chaudryrachit@ybl,28.594586,77.046842,42985.63,2026-07-01T00:00:00,False,item_not_as_described
ORD-3716d899e8,M_HomeBazaar,Krishna Prashad,dfp_347432dc39aa3ce56812,zachariakiaan@okhdfcbank,13.006177,80.257251,8960.28,2026-01-28T00:00:00,False,
ORD-46cd046944,M_ElectroHub,Jai Sen,dfp_221b7baece39b09658a7,oliverkakar@paytm,12.931753,77.623634,35060.65,2026-06-05T00:00:00,False,
ORD-2914351e7c,M_ElectroHub,Zashil Ben,dfp_1ade2478b1a52d76c3c5,jprabhu@oksbi,17.442548,78.345294,4291.99,2026-01-28T00:00:00,False,
ORD-8826bd7cdb,M_GadgetKart,Frederick Chopra,dfp_c2abb4934b4b798f4e55,ishaganesan@oksbi,17.434452,78.349118,26281.48,2026-07-11T00:00:00,False,item_not_as_described
ORD-bf7a9109e4,M_GadgetKart,Brinda Raju,dfp_1ae55c370c22d6376f21,brindaraju98@oksbi,28.592365,77.046477,45497.39,2026-02-03T00:00:00,True,item_not_received
ORD-657cb859d8,M_TrendMart,Xalak Saraf,dfp_abeadbc12c2cedb6617b,girish80@ybl,12.99932,80.256146,10364.61,2026-07-18T00:00:00,False,
ORD-a9d11291a8,M_GadgetKart,Raghav Chhabra,dfp_1a70531e0ba917227808,madhavbalan_W@paytm,13.000667,80.256592,28382.12,2026-06-08T00:00:00,True,item_not_received
ORD-578f52e061,M_ElectroHub,Diya Dar,dfp_d952ebb4629fdaa460cc,rehaankalita@ybl,28.595526,77.034254,21596.8,2026-06-24T00:00:00,False,item_not_as_described
ORD-b4caa41fd9,M_GadgetKart,Gaurav Kapadia,dfp_f34c819e9c780cc68428,udant46@okhdfcbank,12.913622,77.642445,7588.26,2026-04-05T00:00:00,False,
ORD-522531de18,M_GadgetKart,Chandran Rastogi,dfp_265d92ba400ea28a1a60,frederick68@ybl,12.996932,80.265302,26720.25,2026-06-27T00:00:00,False,item_not_as_described
ORD-a4df26686a,M_HomeBazaar,Pratyush Bhagat,dfp_ce86360084483d819979,sbora@oksbi,17.432443,78.35063,4315.14,2026-07-07T00:00:00,False,item_not_as_described
ORD-d4fb4ed885,M_TrendMart,Madhav Sule,dfp_e711bb97a6c1a6ecfa9c,banjeet37@ybl,28.593301,77.045205,32617.98,2026-01-13T00:00:00,False,
ORD-25074d04ee,M_GadgetKart,Kala Mane,dfp_ac24db2b7014d8b81440,rakshamittal@okhdfcbank,12.945485,77.632597,28932.99,2026-01-21T00:00:00,False,item_not_as_described
ORD-c72083eb8d,M_GadgetKart,Ekta Raj,dfp_497a3ac8af500168a5b4,sudiksha89@ybl,28.58634,77.053582,1553.69,2026-06-06T00:00:00,False,
ORD-b59bd1c6f5,M_FashionNest,Laban Raman,dfp_2e209c3e6293f9079013,maanas45@paytm,19.115607,72.854708,43011.47,2026-01-13T00:00:00,False,item_not_as_described
ORD-19a99c789f,M_FashionNest,Idika Pandey,dfp_d2186ec7a67c59a774db,idikapandey33@oksbi,12.935164,77.624503,17038.26,2026-03-17T00:00:00,True,item_not_received
ORD-b2aea9caa0,M_GadgetKart,Niharika Gupta,dfp_b0d60dcfebdec3c334cc,chatterjeeraagini@oksbi,12.995198,80.247813,28456.67,2026-05-04T00:00:00,False,
ORD-201ccf1a73,M_ElectroHub,Mohammed Gupta,dfp_655bc91029a4a774c164,teerth09@okhdfcbank,12.936952,77.622473,23948.09,2026-02-06T00:00:00,False,item_not_as_described
ORD-61a1feba8b,M_FashionNest,Chakradhar Chaudhary,dfp_5cf76275e73949500572,hbabu@okhdfcbank,12.942176,77.620693,24980.21,2026-02-06T00:00:00,False,
ORD-c9d0e26688,M_TrendMart,Warinder Sekhon,dfp_af5b34418dab31f003d3,forum49@ybl,12.936272,77.627527,15649.37,2026-04-16T00:00:00,False,
ORD-22a0d344d4,M_ElectroHub,Utkarsh Chana,dfp_b7c4cc9c83e63bad31a8,wchaudhari@paytm,19.114213,72.847703,13167.4,2026-05-14T00:00:00,False,
ORD-419feb5414,M_GadgetKart,Vansha Iyengar,dfp_4dc63e6025dd95ff3f3a,ekani40@ybl,19.11152,72.86115,36159.06,2026-01-02T00:00:00,False,item_not_as_described
ORD-18afedb3df,M_GadgetKart,Aahana Bawa,dfp_d9557d9027c0450f3a95,timothy91@paytm,12.926159,77.610944,16467.58,2026-07-01T00:00:00,False,
ORD-a268e6d26c,M_FashionNest,Sanaya Thaman,dfp_900b73017a1e5b11be60,kapadiarachana@ybl,17.441552,78.347372,6486.62,2026-02-02T00:00:00,False,
ORD-c77916d5f3,M_TrendMart,Charita Savant,dfp_f9ee170d894a0d186482,amruta69@ybl,17.440551,78.34909,20581.92,2026-01-22T00:00:00,False,item_not_as_described
ORD-dcdcb8cbe0,M_HomeBazaar,Indira Dhar,dfp_0b12c003f836e1d0275b,waidamore@ybl,12.999133,80.265798,42898.96,2026-03-02T00:00:00,False,item_not_as_described
ORD-26fa384b50,M_ElectroHub,Faras Deo,dfp_fe46920336e160ce44ee,zilmilsaxena@oksbi,12.935516,77.625446,5853.58,2026-06-07T00:00:00,False,
ORD-7cad06fcbe,M_TrendMart,Chandran Soman,dfp_7ec873177169b1ef27f7,kashish05@paytm,17.443272,78.351086,11546.01,2026-05-09T00:00:00,False,
ORD-da9a64ffb7,M_TrendMart,Lakshit Garde,dfp_fdeab65b2e726a63040d,ishita79@paytm,12.999671,80.255293,36780.27,2026-04-28T00:00:00,False,
ORD-7bef125d69,M_GadgetKart,Harita Pant,dfp_79c5e0450f239cd204ec,kashvi10@ybl,12.94682,77.612812,6153.11,2026-07-20T00:00:00,False,item_not_as_described
ORD-d1561fac9f,M_GadgetKart,Viraj Chana,dfp_4947a6808501b73495f4,alexandertak@okhdfcbank,19.117854,72.847749,21920.94,2026-05-31T00:00:00,False,
ORD-3ace7050cf,M_GadgetKart,Rehaan Salvi,dfp_288b3004a88d354eb1c6,nghosh@ybl,17.44156,78.347353,11208.89,2026-04-07T00:00:00,False,
ORD-81c9193437,M_FashionNest,Zashil Dhingra,dfp_7bcf0f76a6a590e81a4c,merchantsamar@oksbi,13.01139,80.23701,21284.92,2026-03-31T00:00:00,False,item_not_as_described
ORD-37cabcad53,M_GadgetKart,Hemang Tripathi,dfp_7fac5031815c83ca43ca,mohammedsubramaniam@okhdfcbank,17.416231,78.33245,22638.91,2026-03-03T00:00:00,False,
ORD-bd6da1f16f,M_ElectroHub,Pranav Soni,dfp_9fcef0f58e1a3e76189f,irya39@oksbi,17.435417,78.368067,34217.21,2026-06-09T00:00:00,False,
ORD-0a14b3da87,M_HomeBazaar,Balveer Bora,dfp_88290e837d54f6727ebe,teerthsrinivas@ybl,19.108735,72.826788,20275.47,2026-06-05T00:00:00,False,item_not_as_described
ORD-2888e7c327,M_HomeBazaar,Vritti Barad,dfp_1a7ca2384b03e087347a,bhallaviraj@oksbi,13.003107,80.254082,18631.25,2026-04-02T00:00:00,False,
ORD-6f73b9ae44,M_HomeBazaar,Nisha Sastry,dfp_1c2a8469ba65475412a1,bhatnagaradvika@ybl,17.431475,78.358321,19550.73,2026-07-17T00:00:00,False,item_not_as_described
